업체명,식품명,기준량(g),에너지(kcal),단백질(g),지방(g),탄수화물(g),에너지밀도(kcal/g),탄수화물_에너지비율(%),단백질_에너지비율(%),지방_에너지비율(%),단백질_INQ
커피마마,과ㆍ채주스_토마토 쥬스 (R),100,27,0.59,-1.0,-1.0,0.27,-1.0,8.74,-1.0,0.79
스타벅스,과ㆍ채주스_파이팅 청귤 병음료,100,50,0.53,-1.0,-1.0,0.5,-1.0,4.24,-1.0,0.39
토프레소,과ㆍ채주스_파인 자몽 주스,100,25,0.24,-1.0,-1.0,0.25,-1.0,3.84,-1.0,0.35
탐앤탐스,과ㆍ채주스_파인애플 주스,100,37,0.21,-1.0,8.94,0.37,96.65,2.27,-1.0,0.21
스타벅스,과ㆍ채주스_한라봉주스 병음료,100,41,0.26,-1.0,-1.0,0.41,-1.0,2.54,-1.0,0.23
스타벅스,과ㆍ채주스_한방에 쭉 감당 병음료,100,53,0.53,-1.0,-1.0,0.53,-1.0,4.0,-1.0,0.36
스타벅스,과ㆍ채주스_햇사과 주스 병음료,100,59,0.11,-1.0,-1.0,0.59,-1.0,0.75,-1.0,0.07
카페베네,과ㆍ채주스_홍시 주스 (R),100,46,0.14,-1.0,-1.0,0.46,-1.0,1.22,-1.0,0.11
이디야,과ㆍ채주스_홍시 주스,100,57,0.12,-1.0,-1.0,0.57,-1.0,0.84,-1.0,0.08
더리터,과ㆍ채주스_딸기 주스 (L),100,35,0.0,-1.0,4.23,0.35,48.34,0.0,-1.0,0.0
더리터,과ㆍ채주스_딸기 주스 (ML),100,39,0.0,-1.0,4.65,0.39,47.69,0.0,-1.0,0.0
커피:니,과ㆍ채주스_딸기 주스 (R),100,54,0.35,-1.0,-1.0,0.54,-1.0,2.59,-1.0,0.24
블루샥,과ㆍ채주스_리얼 수박 주스,100,36,0.3,-1.0,-1.0,0.36,-1.0,3.33,-1.0,0.3
더리터,과ㆍ채주스_망고 주스 (L),100,35,0.0,-1.0,4.23,0.35,48.34,0.0,-1.0,0.0
더리터,과ㆍ채주스_망고 주스 (ML),100,39,0.0,-1.0,4.65,0.39,47.69,0.0,-1.0,0.0
커피:니,과ㆍ채주스_망고 주스 (R),100,56,0.2,-1.0,-1.0,0.56,-1.0,1.43,-1.0,0.13
더벤티,과ㆍ채주스_망플단 망고/파인애플/단호박,100,28,0.08,-1.0,-1.0,0.28,-1.0,1.14,-1.0,0.1
청자다방,과ㆍ채주스_바나나 주스,100,61,1.78,-1.0,-1.0,0.61,-1.0,11.67,-1.0,1.06
더리터,과ㆍ채주스_블루베리 주스 (L),100,32,0.0,-1.0,2.64,0.32,33.0,0.0,-1.0,0.0
더리터,과ㆍ채주스_블루베리 주스 (ML),100,35,0.0,-1.0,2.96,0.35,33.83,0.0,-1.0,0.0
달콤,과ㆍ채주스_비타민 클린 주스 레몬밀싹,100,33,0.42,-1.0,-1.0,0.33,-1.0,5.09,-1.0,0.46
달콤,과ㆍ채주스_비타민 클린 주스 사과당근,100,27,0.42,-1.0,-1.0,0.27,-1.0,6.22,-1.0,0.57
달콤,과ㆍ채주스_비타민 클린 주스 진저파인,100,27,0.42,-1.0,-1.0,0.27,-1.0,6.22,-1.0,0.57
더벤티,과ㆍ채주스_사딸비 사과/딸기/비트,100,29,0.17,-1.0,-1.0,0.29,-1.0,2.34,-1.0,0.21
매머드 익스프레스,과ㆍ채주스_수박 주스,100,21,0.41,-1.0,-1.0,0.21,-1.0,7.81,-1.0,0.71
더리터,과ㆍ채주스_수박 주스 (L),100,25,0.21,-1.0,2.75,0.25,44.0,3.36,-1.0,0.31
더리터,과ㆍ채주스_수박 주스 (ML),100,24,0.14,-1.0,2.39,0.24,39.83,2.33,-1.0,0.21
더리터,과ㆍ채주스_오렌지 주스 (L),100,41,0.32,-1.0,4.86,0.41,47.41,3.12,-1.0,0.28
더리터,과ㆍ채주스_오렌지 주스 (ML),100,45,0.28,-1.0,5.49,0.45,48.8,2.49,-1.0,0.23
더벤티,과ㆍ채주스_오사당 오렌지/사과/당근,100,29,0.34,-1.0,-1.0,0.29,-1.0,4.69,-1.0,0.43
달콤,과ㆍ채주스_자몽 주스,100,24,0.0,-1.0,-1.0,0.24,-1.0,0.0,-1.0,0.0
더리터,과ㆍ채주스_자몽 주스 (L),100,34,0.21,-1.0,-1.0,0.34,-1.0,2.47,-1.0,0.22
더리터,과ㆍ채주스_자몽 주스 (ML),100,37,0.28,-1.0,-1.0,0.37,-1.0,3.03,-1.0,0.28
커피:니,과ㆍ채주스_자몽 주스 (R),100,26,0.13,-1.0,-1.0,0.26,-1.0,2.0,-1.0,0.18
더벤티,과ㆍ채주스_찐수박 100 리얼 수박,100,20,0.3,-1.0,-1.0,0.2,-1.0,6.0,-1.0,0.55
더리터,과ㆍ채주스_청포도 주스 (L),100,30,0.11,-1.0,4.23,0.3,56.4,1.47,-1.0,0.13
더리터,과ㆍ채주스_청포도 주스 (ML),100,28,0.14,-1.0,3.8,0.28,54.29,2.0,-1.0,0.18
더리터,과ㆍ채주스_키위 주스 (L),100,32,0.32,-1.0,4.86,0.32,60.75,4.0,-1.0,0.36
더리터,과ㆍ채주스_키위 주스 (ML),100,30,0.28,-1.0,4.37,0.3,58.27,3.73,-1.0,0.34
청자다방,과ㆍ채주스_키위 주스,100,32,0.52,-1.0,-1.0,0.32,-1.0,6.5,-1.0,0.59
커피:니,과ㆍ채주스_키위 주스 (R),100,92,0.35,-1.0,-1.0,0.92,-1.0,1.52,-1.0,0.14
청자다방,과ㆍ채주스_토마토 주스,100,21,0.61,-1.0,-1.0,0.21,-1.0,11.62,-1.0,1.06
매머드 익스프레스,과ㆍ채주스_파인애플 주스,100,25,5.08,-1.0,-1.0,0.25,-1.0,81.28,-1.0,7.39
더벤티,과ㆍ채주스_포블마 포도/블루베리/고구마,100,32,0.17,-1.0,-1.0,0.32,-1.0,2.12,-1.0,0.19
커피:니,과ㆍ채주스_한라봉 주스 (R),100,45,0.08,-1.0,-1.0,0.45,-1.0,0.71,-1.0,0.06
더리터,과ㆍ채주스_홍시 주스 (L),100,35,0.11,-1.0,3.49,0.35,39.89,1.26,-1.0,0.11
더리터,과ㆍ채주스_홍시 주스 (ML),100,39,0.14,-1.0,3.8,0.39,38.97,1.44,-1.0,0.13
컴포즈커피,과ㆍ채주스_샤인머스켓케일주스,100,40,0.0,0.0,9.81,0.4,98.1,0.0,0.0,0.0
컴포즈커피,과ㆍ채주스_오렌지당근주스,100,40,0.0,0.0,9.81,0.4,98.1,0.0,0.0,0.0
커피에반하다,과ㆍ채주스_건강주스 자몽미모 (Grande),100,61,0.21,-1.0,-1.0,0.61,-1.0,1.38,-1.0,0.13
커피에반하다,과ㆍ채주스_건강주스 자몽미모 (Mini Venti),100,55,0.18,-1.0,-1.0,0.55,-1.0,1.31,-1.0,0.12
커피에반하다,과ㆍ채주스_건강주스 자몽미모 (Venti),100,51,0.14,-1.0,-1.0,0.51,-1.0,1.1,-1.0,0.1
이디야,과ㆍ채주스_골드키위주스,100,64,0.48,-1.0,-1.0,0.64,-1.0,3.0,-1.0,0.27
빽다방,과ㆍ채주스_구아바 크림 주스,100,43,0.25,-1.0,-1.0,0.43,-1.0,2.33,-1.0,0.21
커피베이,과ㆍ채주스_그린 클렌즈,100,19,0.28,-1.0,-1.0,0.19,-1.0,5.89,-1.0,0.54
카페띠아모,과ㆍ채주스_딸기 주스,100,42,0.46,-1.0,-1.0,0.42,-1.0,4.38,-1.0,0.4
카페루앤비,과ㆍ채주스_딸기 주스,100,36,0.48,-1.0,-1.0,0.36,-1.0,5.33,-1.0,0.48
커피베이,과ㆍ채주스_딸기 주스,100,43,0.56,-1.0,-1.0,0.43,-1.0,5.21,-1.0,0.47
팔공티,과ㆍ채주스_딸기 주스,100,34,0.21,-1.0,-1.0,0.34,-1.0,2.47,-1.0,0.22
커피에반하다,과ㆍ채주스_딸기 주스 (Grande),100,91,0.21,-1.0,-1.0,0.91,-1.0,0.92,-1.0,0.08
파스쿠찌,과ㆍ채주스_딸기 주스 (L),100,49,0.22,-1.0,-1.0,0.49,-1.0,1.8,-1.0,0.16
커피에반하다,과ㆍ채주스_딸기 주스 (Mini Venti),100,86,0.18,-1.0,-1.0,0.86,-1.0,0.84,-1.0,0.08
커피에반하다,과ㆍ채주스_딸기 주스 (Tall),100,89,0.28,-1.0,-1.0,0.89,-1.0,1.26,-1.0,0.11
커피에반하다,과ㆍ채주스_딸기 주스 (Venti),100,77,0.28,-1.0,-1.0,0.77,-1.0,1.45,-1.0,0.13
바나프레소,과ㆍ채주스_딸기 쥬스,100,46,0.3,0.0,11.04,0.46,96.0,2.61,0.0,0.24
스무디킹,과ㆍ채주스_딸기 토마토 주스,100,54,0.28,-1.0,-1.0,0.54,-1.0,2.07,-1.0,0.19
메가커피,과ㆍ채주스_딸기주스,100,33,0.07,0.02,8.22,0.33,99.64,0.85,0.55,0.08
이디야,과ㆍ채주스_딸기주스,100,65,0.48,-1.0,-1.0,0.65,-1.0,2.95,-1.0,0.27
커피베이,과ㆍ채주스_레드 클렌즈,100,28,0.28,-1.0,-1.0,0.28,-1.0,4.0,-1.0,0.36
메가커피,과ㆍ채주스_레드오렌지 자몽주스,100,35,0.15,0.02,8.51,0.35,97.26,1.71,0.51,0.16
커피베이,과ㆍ채주스_루트 클렌즈,100,29,0.28,-1.0,-1.0,0.29,-1.0,3.86,-1.0,0.35
스무디킹,과ㆍ채주스_망고 딸기 주스,100,72,0.28,-1.0,-1.0,0.72,-1.0,1.56,-1.0,0.14
카페루앤비,과ㆍ채주스_망고 주스,100,56,1.79,-1.0,-1.0,0.56,-1.0,12.79,-1.0,1.16
팔공티,과ㆍ채주스_망고 주스,100,94,0.13,-1.0,-1.0,0.94,-1.0,0.55,-1.0,0.05
공차,과ㆍ채주스_망고 주스 (J),100,22,0.0,-1.0,-1.0,0.22,-1.0,0.0,-1.0,0.0
공차,과ㆍ채주스_망고 주스 (L),100,23,0.0,-1.0,-1.0,0.23,-1.0,0.0,-1.0,0.0
바나프레소,과ㆍ채주스_망고 쥬스,100,50,0.19,0.03,12.58,0.5,100.64,1.52,0.54,0.14
더벤티,과ㆍ채주스_망플단,100,28,0.17,-1.0,-1.0,0.28,-1.0,2.43,-1.0,0.22
더벤티,과ㆍ채주스_망플단 (더벤티),100,28,0.1,-1.0,-1.0,0.28,-1.0,1.43,-1.0,0.13
드롭탑,과ㆍ채주스_미드나잇 트로피칼 주스 망고용과,100,56,0.31,-1.0,-1.0,0.56,-1.0,2.21,-1.0,0.2
카페루앤비,과ㆍ채주스_바나나 주스,100,13,0.02,-1.0,-1.0,0.13,-1.0,0.62,-1.0,0.06
카페띠아모,과ㆍ채주스_베리&바나나 주스,100,44,0.77,-1.0,-1.0,0.44,-1.0,7.0,-1.0,0.64
드롭탑,과ㆍ채주스_봄 딸기 주스,100,40,0.27,-1.0,-1.0,0.4,-1.0,2.7,-1.0,0.25
커피에반하다,과ㆍ채주스_비타민 주스 딸기 (Grande),100,53,0.21,-1.0,-1.0,0.53,-1.0,1.58,-1.0,0.14
커피에반하다,과ㆍ채주스_비타민 주스 딸기 (Tall),100,53,0.28,-1.0,-1.0,0.53,-1.0,2.11,-1.0,0.19
커피에반하다,과ㆍ채주스_비타민 주스 딸기 (Venti),100,44,0.14,-1.0,-1.0,0.44,-1.0,1.27,-1.0,0.12
커피에반하다,과ㆍ채주스_비타민 주스 파인애플 (Grande),100,42,0.21,-1.0,-1.0,0.42,-1.0,2.0,-1.0,0.18
커피에반하다,과ㆍ채주스_비타민 주스 파인애플 (Tall),100,43,0.28,-1.0,-1.0,0.43,-1.0,2.6,-1.0,0.24
커피에반하다,과ㆍ채주스_비타민 주스 파인애플 (Venti),100,35,0.14,-1.0,-1.0,0.35,-1.0,1.6,-1.0,0.15
할리스,과ㆍ채주스_사과 비트 착즙 주스,100,35,0.28,-1.0,-1.0,0.35,-1.0,3.2,-1.0,0.29
더벤티,과ㆍ채주스_사딸비,100,29,0.17,-1.0,-1.0,0.29,-1.0,2.34,-1.0,0.21
더벤티,과ㆍ채주스_사딸비 (더벤티),100,29,0.21,-1.0,-1.0,0.29,-1.0,2.9,-1.0,0.26
더리터,과ㆍ채주스_살구 주스 (L),100,41,0.2,-1.0,8.6,0.41,83.9,1.95,-1.0,0.18
더리터,과ㆍ채주스_살구 주스 (ML),100,44,0.14,-1.0,9.72,0.44,88.36,1.27,-1.0,0.12
요거프레소,과ㆍ채주스_생과일주스 딸기,100,55,0.23,-1.0,-1.0,0.55,-1.0,1.67,-1.0,0.15
메가커피,과ㆍ채주스_샤인머스켓 그린주스,100,37,0.14,0.02,9.07,0.37,98.05,1.51,0.49,0.14
드롭탑,과ㆍ채주스_선샤인 애플 주스 사과,100,45,0.17,-1.0,-1.0,0.45,-1.0,1.51,-1.0,0.14
드롭탑,과ㆍ채주스_선셋 복숭아 주스 살구복숭아,100,49,0.29,-1.0,-1.0,0.49,-1.0,2.37,-1.0,0.22
할리스,과ㆍ채주스_설향 생딸기 주스,100,44,0.28,-1.0,-1.0,0.44,-1.0,2.55,-1.0,0.23
팔공티,과ㆍ채주스_수박 주스,100,100,1.45,-1.0,-1.0,1.0,-1.0,5.8,-1.0,0.53
매머드익스프레스,과ㆍ채주스_수박 주스,100,21,0.41,-1.0,-1.0,0.21,-1.0,7.81,-1.0,0.71
커피베이,과ㆍ채주스_옐로우 클렌즈,100,29,0.28,-1.0,-1.0,0.29,-1.0,3.86,-1.0,0.35
할리스,과ㆍ채주스_오렌지 당근 착즙 주스,100,34,0.28,-1.0,-1.0,0.34,-1.0,3.29,-1.0,0.3
할리스,과ㆍ채주스_오렌지 자몽 생과일 주스,100,40,0.42,-1.0,-1.0,0.4,-1.0,4.2,-1.0,0.38
더벤티,과ㆍ채주스_오사당,100,29,0.33,-1.0,-1.0,0.29,-1.0,4.55,-1.0,0.41
더벤티,과ㆍ채주스_오사당 (더벤티),100,28,0.31,-1.0,-1.0,0.28,-1.0,4.43,-1.0,0.4
빽다방,과ㆍ채주스_완전 딸기 주스,100,32,0.28,-1.0,-1.0,0.32,-1.0,3.5,-1.0,0.32
빽다방,과ㆍ채주스_완전 망고 주스,100,34,0.28,-1.0,-1.0,0.34,-1.0,3.29,-1.0,0.3
빽다방,과ㆍ채주스_완전 블루베리 주스,100,33,0.42,-1.0,-1.0,0.33,-1.0,5.09,-1.0,0.46
파스쿠찌,과ㆍ채주스_자몽 주스 아이스(ICED),100,53,0.0,-1.0,-1.0,0.53,-1.0,0.0,-1.0,0.0
파스쿠찌,과ㆍ채주스_자몽 주스 핫(HOT),100,69,0.0,-1.0,-1.0,0.69,-1.0,0.0,-1.0,0.0
스무디킹,과ㆍ채주스_제주 한라봉 주스,100,32,0.28,-1.0,-1.0,0.32,-1.0,3.5,-1.0,0.32
블루샥,과ㆍ채주스_청도 홍시 주스,100,56,0.19,-1.0,-1.0,0.56,-1.0,1.36,-1.0,0.12
할리스,과ㆍ채주스_청포도케일 착즙 주스,100,36,0.28,-1.0,-1.0,0.36,-1.0,3.11,-1.0,0.28
스무디킹,과ㆍ채주스_케일 캐롯 주스,100,33,0.28,-1.0,-1.0,0.33,-1.0,3.39,-1.0,0.31
드롭탑,과ㆍ채주스_크러쉬 블루베리 주스 블루베리,100,38,0.29,-1.0,-1.0,0.38,-1.0,3.05,-1.0,0.28
커피베이,과ㆍ채주스_키위 주스,100,41,0.0,-1.0,-1.0,0.41,-1.0,0.0,-1.0,0.0
카페띠아모,과ㆍ채주스_키위 주스,100,61,0.23,-1.0,-1.0,0.61,-1.0,1.51,-1.0,0.14
카페루앤비,과ㆍ채주스_키위 주스,100,35,0.0,-1.0,-1.0,0.35,-1.0,0.0,-1.0,0.0
바나프레소,과ㆍ채주스_탐라는감귤 생과일 쥬스,100,41,0.5,0.19,10.21,0.41,99.61,4.88,4.17,0.44
할리스,과ㆍ채주스_토마토 생과일 주스,100,31,0.64,-1.0,-1.0,0.31,-1.0,8.26,-1.0,0.75
카페띠아모,과ㆍ채주스_토마토 주스,100,25,0.73,-1.0,-1.0,0.25,-1.0,11.68,-1.0,1.06
커피베이,과ㆍ채주스_토마토 주스,100,21,0.56,-1.0,-1.0,0.21,-1.0,10.67,-1.0,0.97
빽다방,과ㆍ채주스_포멜로 크림 주스,100,45,0.28,-1.0,-1.0,0.45,-1.0,2.49,-1.0,0.23
바나프레소,과ㆍ채주스_홍시 쥬스,100,33,0.17,0.06,8.59,0.33,104.12,2.06,1.64,0.19
이디야,과ㆍ채주스_홍시주스,100,60,0.24,-1.0,-1.0,0.6,-1.0,1.6,-1.0,0.15
메가커피,과ㆍ채주스_딸기 바나나 주스,100,45,0.69,0.54,9.44,0.45,83.91,6.13,10.8,0.56
블루샥,과ㆍ채주스_딸기 바나나 주스,100,62,1.06,-1.0,-1.0,0.62,-1.0,6.84,-1.0,0.62
할리스,귤차_제주 청귤 그린티 아이스(ICED),100,184,0.0,-1.0,-1.0,1.84,-1.0,0.0,-1.0,0.0
할리스,귤차_제주 한라봉감귤차 아이스(ICED),100,56,0.28,-1.0,-1.0,0.56,-1.0,2.0,-1.0,0.18
할리스,귤차_제주 한라봉감귤차 핫(HOT),100,56,0.28,-1.0,-1.0,0.56,-1.0,2.0,-1.0,0.18
이디야,귤차_제주청귤 블라썸 핫(HOT),100,49,0.14,-1.0,-1.0,0.49,-1.0,1.14,-1.0,0.1
이디야,귤차_제주청귤 오리지널 핫(HOT),100,53,0.11,-1.0,-1.0,0.53,-1.0,0.83,-1.0,0.08
청자다방,귤차_제주청귤차,100,35,0.17,-1.0,-1.0,0.35,-1.0,1.94,-1.0,0.18
매머드 익스프레스,귤차_청귤티 아이스(ICED),100,56,0.05,-1.0,-1.0,0.56,-1.0,0.36,-1.0,0.03
매머드 익스프레스,귤차_청귤티 핫(HOT),100,36,0.06,-1.0,-1.0,0.36,-1.0,0.67,-1.0,0.06
아임일리터,귤차_청귤블랙티 아이스(ICED) (L),100,25,0.07,-1.0,-1.0,0.25,-1.0,1.12,-1.0,0.1
아임일리터,귤차_청귤블랙티 아이스(ICED) (M),100,27,0.08,-1.0,-1.0,0.27,-1.0,1.19,-1.0,0.11
아임일리터,귤차_청귤블랙티 핫(HOT) (L),100,25,0.07,-1.0,-1.0,0.25,-1.0,1.12,-1.0,0.1
아임일리터,귤차_청귤블랙티 핫(HOT) (M),100,27,0.08,-1.0,-1.0,0.27,-1.0,1.19,-1.0,0.11
아임일리터,귤차_청귤차 아이스(ICED) (L),100,25,0.07,-1.0,-1.0,0.25,-1.0,1.12,-1.0,0.1
아임일리터,귤차_청귤차 아이스(ICED) (M),100,27,0.08,-1.0,-1.0,0.27,-1.0,1.19,-1.0,0.11
아임일리터,귤차_청귤차 핫(HOT) (L),100,25,0.07,-1.0,-1.0,0.25,-1.0,1.12,-1.0,0.1
아임일리터,귤차_청귤차 핫(HOT) (M),100,27,0.08,-1.0,-1.0,0.27,-1.0,1.19,-1.0,0.11
할리스,귤차_제주 한라봉 감귤차 아이스(ICED),100,56,0.28,-1.0,-1.0,0.56,-1.0,2.0,-1.0,0.18
할리스,귤차_제주 한라봉 감귤차 핫(HOT),100,56,0.28,-1.0,-1.0,0.56,-1.0,2.0,-1.0,0.18
바나프레소,귤차_제주청귤티 아이스(ICED),100,38,0.06,0.0,9.26,0.38,97.47,0.63,0.0,0.06
카페게이트,귤차_제주청귤티 아이스(ICED),100,48,0.17,-1.0,-1.0,0.48,-1.0,1.42,-1.0,0.13
바나프레소,귤차_제주청귤티 핫(HOT),100,49,0.08,0.0,12.04,0.49,98.29,0.65,0.0,0.06
카페게이트,귤차_제주청귤티 핫(HOT),100,48,0.15,-1.0,-1.0,0.48,-1.0,1.25,-1.0,0.11
매머드익스프레스,귤차_청귤 티 핫(HOT),100,36,0.06,-1.0,-1.0,0.36,-1.0,0.67,-1.0,0.06
바나프레소,귤차_탐라는감귤티 아이스(ICED),100,42,0.12,0.18,10.03,0.42,95.52,1.14,3.86,0.1
바나프레소,귤차_탐라는감귤티 핫(HOT),100,54,0.16,0.23,13.04,0.54,96.59,1.19,3.83,0.11
메가커피,기타음료_라임 모히또,100,39,0.07,-1.0,-1.0,0.39,-1.0,0.72,-1.0,0.07
스타벅스,기타음료_레드 파워 스매셔 (Grande),100,78,0.21,-1.0,-1.0,0.78,-1.0,1.08,-1.0,0.1
스타벅스,기타음료_스타벅스 슬래머 (Grande),100,50,0.0,-1.0,-1.0,0.5,-1.0,0.0,-1.0,0.0
메가커피,기타음료_자몽 모히또,100,38,0.11,-1.0,-1.0,0.38,-1.0,1.16,-1.0,0.11
메가커피,기타음료_청포도 모히또,100,39,0.07,-1.0,-1.0,0.39,-1.0,0.72,-1.0,0.07
블루샥,기타음료_논알콜 하이볼,100,38,0.08,-1.0,-1.0,0.38,-1.0,0.84,-1.0,0.08
매머드 익스프레스,기타음료_인크레드불 화이트 아이스(ICED),100,34,0.02,-1.0,-1.0,0.34,-1.0,0.24,-1.0,0.02
더리터,기타음료_기라델리 스윗 바닐라 아이스(ICED),100,43,0.99,-1.0,5.77,0.43,53.67,9.21,-1.0,0.84
더리터,기타음료_기라델리 스윗 바닐라 핫(HOT),100,50,1.27,-1.0,6.48,0.5,51.84,10.16,-1.0,0.92
더리터,기타음료_기라델리 클래식 초코 아이스(ICED),100,38,0.99,-1.0,6.34,0.38,66.74,10.42,-1.0,0.95
더리터,기타음료_기라델리 클래식 초코 핫(HOT),100,45,1.41,-1.0,7.04,0.45,62.58,12.53,-1.0,1.14
바나프레소,기타음료_딸기요거트드링크,100,62,1.64,1.82,9.55,0.62,61.61,10.58,26.42,0.96
요거프레소,기타음료_마시는 요거트 딸기,100,134,2.47,-1.0,-1.0,1.34,-1.0,7.37,-1.0,0.67
요거프레소,기타음료_마시는 요거트 망고,100,135,2.47,-1.0,-1.0,1.35,-1.0,7.32,-1.0,0.67
요거프레소,기타음료_마시는 요거트 블루베리,100,133,2.17,-1.0,-1.0,1.33,-1.0,6.53,-1.0,0.59
요거프레소,기타음료_마시는 요거트 자몽,100,119,2.54,-1.0,-1.0,1.19,-1.0,8.54,-1.0,0.78
요거프레소,기타음료_마시는 요거트 청포도,100,97,2.52,-1.0,-1.0,0.97,-1.0,10.39,-1.0,0.94
요거프레소,기타음료_마시는 요거트 코코넛,100,123,2.72,-1.0,-1.0,1.23,-1.0,8.85,-1.0,0.8
빽다방,기타음료_미초 아이스(ICED),100,21,0.14,-1.0,-1.0,0.21,-1.0,2.67,-1.0,0.24
바나프레소,기타음료_복숭아요거트드링크,100,67,1.64,1.95,10.56,0.67,63.04,9.79,26.19,0.89
디저트39,기타음료_비타2000 저칼로리 망고 블랜딩 제로슈거 (초대용량),100,4,0.06,-1.0,-1.0,0.04,-1.0,6.0,-1.0,0.55
디저트39,기타음료_비타2000 제로칼로리 레몬 블랜딩 제로슈거 (초대용량),100,1,0.02,-1.0,-1.0,0.01,-1.0,8.0,-1.0,0.73
디저트39,기타음료_비타2000 제로칼로리 청포도 블랜딩 제로슈거 (초대용량),100,3,0.02,-1.0,-1.0,0.03,-1.0,2.67,-1.0,0.24
팔공티,기타음료_사고 피치 YO,100,60,0.38,-1.0,-1.0,0.6,-1.0,2.53,-1.0,0.23
팔공티,기타음료_아삭 피치 YO,100,57,0.76,-1.0,-1.0,0.57,-1.0,5.33,-1.0,0.48
빽다방,기타음료_청포도플라워 아이스(ICED),100,31,0.0,-1.0,-1.0,0.31,-1.0,0.0,-1.0,0.0
커피에반하다,기타음료_코코 커피젤리 워터 아이스(ICED) (Grande),100,53,0.21,-1.0,-1.0,0.53,-1.0,1.58,-1.0,0.14
커피에반하다,기타음료_코코 커피젤리 워터 아이스(ICED) (Mini Venti),100,52,0.35,-1.0,-1.0,0.52,-1.0,2.69,-1.0,0.24
커피에반하다,기타음료_코코 커피젤리 워터 아이스(ICED) (Tall),100,47,0.28,-1.0,-1.0,0.47,-1.0,2.38,-1.0,0.22
커피에반하다,기타음료_코코 커피젤리 워터 아이스(ICED) (Venti),100,50,0.28,-1.0,-1.0,0.5,-1.0,2.24,-1.0,0.2
바나프레소,기타음료_탐라는감귤요거트드링크,100,68,1.22,1.28,13.18,0.68,77.53,7.18,16.94,0.65
바나프레소,기타음료_플레인요거트드링크,100,56,1.68,1.99,7.58,0.56,54.14,12.0,31.98,1.09
공차,기타차_골든펄 딸기 캐모마일티,100,39,0.0,-1.0,-1.0,0.39,-1.0,0.0,-1.0,0.0
공차,기타차_골든펄 망고 패션프룻 그린티,100,45,0.0,-1.0,-1.0,0.45,-1.0,0.0,-1.0,0.0
커피에반하다,기타차_깔라만시,100,32,0.0,-1.0,-1.0,0.32,-1.0,0.0,-1.0,0.0
커피마마,기타차_깔라봉 차 (L),100,45,0.04,-1.0,-1.0,0.45,-1.0,0.36,-1.0,0.03
커피마마,기타차_깔라봉 차 (R),100,47,0.03,-1.0,-1.0,0.47,-1.0,0.26,-1.0,0.02
커피에반하다,기타차_딸기티 아이스(ICED),100,82,0.06,-1.0,-1.0,0.82,-1.0,0.29,-1.0,0.03
커피에반하다,기타차_딸기티 핫(HOT),100,82,0.06,-1.0,-1.0,0.82,-1.0,0.29,-1.0,0.03
빽다방,기타차_삼라봉티 아이스(ICED),100,43,0.48,-1.0,-1.0,0.43,-1.0,4.47,-1.0,0.41
빽다방,기타차_삼라봉티 핫(HOT),100,61,0.25,-1.0,-1.0,0.61,-1.0,1.64,-1.0,0.15
요거프레소,기타차_상그리아티 아이스(ICED),100,44,0.03,-1.0,-1.0,0.44,-1.0,0.27,-1.0,0.02
요거프레소,기타차_상그리아티 핫(HOT),100,44,0.03,-1.0,-1.0,0.44,-1.0,0.27,-1.0,0.02
메가커피,기타차_샤인머스캣 티플레저,100,29,0.07,-1.0,-1.0,0.29,-1.0,0.97,-1.0,0.09
엔제리너스,기타차_스위트 피치 아이스(ICED),100,46,0.0,-1.0,11.35,0.46,98.7,0.0,-1.0,0.0
커피베이,기타차_스트로베리 릴렉싱티,100,133,0.36,-1.0,-1.0,1.33,-1.0,1.08,-1.0,0.1
스타벅스,기타차_유스베리 로즈티 브리즈 아이스(ICED) (Grande),100,25,0.0,-1.0,-1.0,0.25,-1.0,0.0,-1.0,0.0
스타벅스,기타차_유스베리 로즈티 브리즈 핫(HOT) (Grande),100,35,0.0,-1.0,-1.0,0.35,-1.0,0.0,-1.0,0.0
공차,기타차_자몽 그린티 (J),100,12,0.15,-1.0,-1.0,0.12,-1.0,5.0,-1.0,0.45
공차,기타차_자몽 그린티 (L),100,12,0.21,-1.0,-1.0,0.12,-1.0,7.0,-1.0,0.64
스타벅스,기타차_제주 그린티 브리즈 (Grande),100,47,0.0,-1.0,-1.0,0.47,-1.0,0.0,-1.0,0.0
스타벅스,기타차_제주 키위 오션 그린티 (Grande),100,41,0.0,-1.0,-1.0,0.41,-1.0,0.0,-1.0,0.0
메가커피,기타차_제주당근오렌지티플레저 아이스(ICED),100,38,0.1,-1.0,-1.0,0.38,-1.0,1.05,-1.0,0.1
공차,기타차_청포도 그린티 (J),100,29,0.15,-1.0,-1.0,0.29,-1.0,2.07,-1.0,0.19
공차,기타차_청포도 그린티 (L),100,29,0.21,-1.0,-1.0,0.29,-1.0,2.9,-1.0,0.26
공차,기타차_청포도 그린티+알로에 (J),100,35,0.15,-1.0,-1.0,0.35,-1.0,1.71,-1.0,0.16
공차,기타차_청포도 그린티+알로에 (L),100,35,0.21,-1.0,-1.0,0.35,-1.0,2.4,-1.0,0.22
커피에반하다,기타차_카페오르조,100,10,0.28,-1.0,-1.0,0.1,-1.0,11.2,-1.0,1.02
엔제리너스,기타차_트로피컬망고 아이스(ICED),100,43,0.0,-1.0,10.85,0.43,100.93,0.0,-1.0,0.0
